"model","region","code","family","genus","species","parameter","estimate"
"DBH","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bbranches2",2.1826
"DBH","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bfoliage1",0.075
"DBH","CA-ON","ULMU.AME","Ulmaceae","Ulmus","americana","bfoliage2",1.3436
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bwood1",0.0762
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bwood2",2.3335
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbark1",0.0338
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbark2",1.9845
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbranches1",0.0113
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bbranches2",2.6211
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bfoliage1",0.0188
"DBH","CA-ON","QUER.ALB","Fagaceae","Quercus","alba","bfoliage2",1.7881
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood1",0.0359
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood2",2.5775
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark1",0.0116
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark2",2.3022
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches1",0.0283
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches2",2.0823
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage1",0.1601
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage2",1.467
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bwood1",0.1932
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bwood2",2.1569
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbark1",0.0192
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbark2",2.2475
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbranches1",0.0305
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bbranches2",2.4044
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bfoliage1",0.1119
"DBH","CA-NS, CA-ON, CA-QC","BETU.ALL","Betulaceae","Betula","alleghaniensis","bfoliage2",1.3973
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood1",0.0871
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood2",2.3702
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark1",0.0241
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark2",2.1969
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches1",0.0167
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches2",2.4807
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage1",0.039
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage2",1.6229
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood1",0.0648
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood2",2.3927
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark1",0.0162
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark2",2.1959
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches1",0.0156
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches2",2.2916
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage1",0.0861
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage2",1.6261
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood1",0.0787
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood2",2.3702
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark1",0.0185
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark2",2.2159
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches1",0.023
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches2",2.2678
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage1",0.0767
"DBH","CA-AB, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage2",1.572
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bwood1",0.0268
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bwood2",1.7579
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bwood3",0.9871
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bbark1",9e-04
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bbark2",1.446
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bbark3",1.8839
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bbranches1",0.047
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bbranches2",2.9288
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bbranches3",-1.1588
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bfoliage1",0.0551
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bfoliage2",1.785
"DBHHT","CA-AB","ABIE.LAS","Pinaceae","Abies","lasiocarpa","bfoliage3",0
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bwood1",0.0294
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bwood2",1.8357
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bwood3",0.864
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bbark1",0.0053
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bbark2",2.0876
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bbark3",0.5842
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bbranches1",0.0117
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bbranches2",3.5097
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bbranches3",-1.3006
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bfoliage1",0.1245
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bfoliage2",2.523
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","ABIE.BAL","Pinaceae","Abies","balsamea","bfoliage3",-1.123
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bwood1",0.0117
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bwood2",1.7757
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bwood3",1.2555
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bbark1",0.018
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bbark2",1.8131
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bbark3",0.5144
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bbranches1",0.0112
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bbranches2",3.0861
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bbranches3",-0.7164
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bfoliage1",0.0617
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bfoliage2",1.8615
"DBHHT","CA-AB, CA-MB, CA-NT, CA-ON, CA-SK","POPU.BAL","Salicaceae","Populus","balsamifera","bfoliage3",-0.5375
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bwood1",0.0168
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bwood2",1.9844
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bwood3",0.8989
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bbark1",0.0057
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bbark2",1.5881
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bbark3",1.1472
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bbranches1",0.0039
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bbranches2",2.0084
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bbranches3",0.8588
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bfoliage1",0.0147
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bfoliage2",1.83
"DBHHT","CA-ON","TILI.AME","Malvaceae","Tilia","americana","bfoliage3",0
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bwood1",0.0432
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bwood2",2.0378
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bwood3",0.7
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bbark1",0.0049
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bbark2",1.9057
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bbark3",0.677
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bbranches1",0.0355
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bbranches2",2.3749
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bbranches3",0
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bfoliage1",0.0452
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bfoliage2",1.5567
"DBHHT","CA-ON, CA-QC","FAGU.GRA","Fagaceae","Fagus","grandifolia","bfoliage3",0
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bwood1",0.0306
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bwood2",2.1836
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bwood3",0.574
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bbark1",0.0897
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bbark2",2.2634
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bbark3",-0.567
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bbranches1",0.0994
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bbranches2",2.163
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bbranches3",-0.4809
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bfoliage1",0.0124
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bfoliage2",1.0325
"DBHHT","CA-ON, CA-QC","FRAX.NIG","Oleaceae","Fraxinus","nigra","bfoliage3",0.8747
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bwood1",0.0181
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bwood2",1.7013
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bwood3",1.3057
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bbark1",0.0101
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bbark2",1.5956
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bbark3",0.919
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bbranches1",5e-04
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bbranches2",2.8004
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bbranches3",0.8603
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bfoliage1",0.1976
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bfoliage2",1.4421
"DBHHT","CA-ON","PRUN.SER","Rosaceae","Prunus","serotina","bfoliage3",-0.5264
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bwood1",0.0309
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bwood2",1.7527
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bwood3",1.0014
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bbark1",0.0115
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bbark2",1.7405
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bbark3",0.6589
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bbranches1",0.038
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bbranches2",3.2558
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bbranches3",-1.4218
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bfoliage1",0.2048
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bfoliage2",2.574
"DBHHT","CA-AB, CA-MB, CA-NL, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.MAR","Pinaceae","Picea","mariana","bfoliage3",-1.3704
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bwood1",0.0257
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bwood2",1.9277
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bwood3",0.8576
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bbark1",0.0118
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bbark2",1.9893
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bbark3",0.47
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bbranches1",0.0215
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bbranches2",2.6553
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bbranches3",-0.4682
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bfoliage1",0.1471
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bfoliage2",2.0108
"DBHHT","CA-ON, CA-QC","TSUG.CAN","Pinaceae","Tsuga","canadensis","bfoliage3",-0.608
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bwood1",0.052
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bwood2",1.7731
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bwood3",0.7054
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bbark1",0.0283
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bbark2",1.7079
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bbark3",0
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bbranches1",0.0219
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bbranches2",2.3585
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bbranches3",0
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bfoliage1",0.2575
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bfoliage2",2.5136
"DBHHT","CA-ON","JUNI.VIR","Cupressaceae","Juniperus","virginiana","bfoliage3",-1.5565
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bwood1",0.0295
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bwood2",1.7026
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bwood3",0.9428
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bbark1",0.0076
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bbark2",1.7861
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bbark3",0.6132
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bbranches1",0.0501
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bbranches2",2.5165
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bbranches3",-0.8774
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bfoliage1",0.0813
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bfoliage2",2.218
"DBHHT","CA-ON, CA-QC","THUJ.OCC","Cupressaceae","Thuja","occidentalis","bfoliage3",-0.7907
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bwood1",0.017
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bwood2",1.7779
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bwood3",1.137
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bbark1",0.0069
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bbark2",1.6589
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bbark3",0.9582
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bbranches1",0.0184
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bbranches2",3.1968
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bbranches3",-1.0876
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bfoliage1",0.0584
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bfoliage2",2.2389
"DBHHT","CA-ON, CA-QC","PINU.STR","Pinaceae","Pinus","strobus","bfoliage3",-0.5968
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bwood1",0.0295
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bwood2",1.9064
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bwood3",0.9139
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bbark1",0.0148
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bbark2",1.8433
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bbark3",0.5021
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bbranches1",0.015
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bbranches2",3.0347
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bbranches3",-0.7629
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bfoliage1",0.0455
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bfoliage2",2.6447
"DBHHT","CA-NS","BETU.POP","Betulaceae","Betula","populifolia","bfoliage3",-1.4955
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bwood1",0.0139
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bwood2",1.5913
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bwood3",1.508
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bbark1",0.0081
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bbark2",1.4943
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bbark3",1.1324
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bbranches1",0.005
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bbranches2",3.0463
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bbranches3",0
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bfoliage1",0.0121
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bfoliage2",2.0865
"DBHHT","CA-ON, CA-QC","CARY.SPP",NA,"Carya",NA,"bfoliage3",0
"DBHHT","CA-ON","OSTR.VIR","Betulaceae","Ostrya","virginiana","bwood1",0.0083
"DBHHT","CA-ON","OSTR.VIR","Betulaceae","Ostrya","virginiana","bwood2",1.6534
"DBHHT","CA-ON","OSTR.VIR","Betulaceae","Ostrya","virginiana","bwood3",1.7479
"DBHHT","CA-ON","OSTR.VIR","Betulaceae","Ostrya","virginiana","bbark1",0.0012
"DBHHT","CA-ON","OSTR.VIR","Betulaceae","Ostrya","virginiana","bbark2",1.1486
"DBHHT","CA-ON","OSTR.VIR","Betulaceae","Ostrya","virginiana","bbark3",2.2903
