"model","region","code","family","genus","species","parameter","estimate"
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papyrifera","bfoliage1",0.1361
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papyrifera","bfoliage2",2.2978
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK","BETU.PAP","Betulaceae","Betula","papyrifera","bfoliage3",-1.0934
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood1",0.0265
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood2",1.7952
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bwood3",0.9733
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark1",0.0124
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark2",1.6962
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbark3",0.6489
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches1",0.0325
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches2",2.8573
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bbranches3",-0.9127
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage1",0.202
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage2",2.3802
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","PICE.GLA","Pinaceae","Picea","glauca","bfoliage3",-1.1103
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood1",0.0353
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood2",2.0249
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bwood3",0.7048
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark1",0.009
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark2",1.8677
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbark3",0.7144
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches1",0.0448
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches2",2.6855
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bbranches3",-0.5911
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage1",0.0869
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage2",1.8541
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.HWD",NA,NA,NA,"bfoliage3",-0.5491
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood1",0.0276
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood2",1.6868
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bwood3",1.0953
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark1",0.0101
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark2",1.8486
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbark3",0.5525
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches1",0.0313
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches2",2.9974
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bbranches3",-1.0383
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage1",0.1379
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage2",2.3981
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SWD",NA,NA,NA,"bfoliage3",-1.0418
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood1",0.0283
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood2",1.8298
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bwood3",0.9546
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark1",0.012
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark2",1.6378
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbark3",0.7746
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches1",0.0338
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches2",2.6624
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bbranches3",-0.5743
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage1",0.1699
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage2",2.3289
"DBHHT","CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT","UNKN.SPP",NA,NA,NA,"bfoliage3",-1.1316
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bwood1",0.0191
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bwood2",1.5365
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bwood3",1.3634
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bbark1",0.0083
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bbark2",2.4811
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bbark3",0
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bbranches1",0.0351
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bbranches2",2.2421
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bbranches3",0
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bfoliage1",0.0718
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bfoliage2",2.2935
"DBHHT","CA-BC","PSEU.MEN","Pinaceae","Pseudotsuga","menziesii","bfoliage3",-0.4744
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bwood1",0.0133
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bwood2",1.3303
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bwood3",1.6877
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bbark1",0.0086
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bbark2",1.6216
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bbark3",0.8192
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bbranches1",0.0428
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bbranches2",2.7965
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bbranches3",-0.7328
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bfoliage1",0.0854
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bfoliage2",2.4388
"DBHHT","CA-BC","PICE.ENG","Pinaceae","Picea","engelmannii","bfoliage3",-0.763
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bwood1",0.0315
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bwood2",1.8297
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bwood3",0.8056
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bbark1",0.0067
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bbark2",2.697
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bbark3",-0.3105
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bbranches1",0.042
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bbranches2",2.0313
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bbranches3",0
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bfoliage1",0.0453
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bfoliage2",2.4867
"DBHHT","CA-BC","ABIE.AMA","Pinaceae","Abies","amabilis","bfoliage3",-0.4982
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bwood1",0.0051
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bwood2",1.0697
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bwood3",2.2748
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bbark1",9e-04
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bbark2",1.3061
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bbark3",2.0109
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bbranches1",0.0131
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bbranches2",2.576
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bbranches3",0
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bfoliage1",0.0224
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bfoliage2",1.8368
"DBHHT","CA-BC","POPU.TRI","Salicaceae","Populus","trichocarpa","bfoliage3",0
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bwood1",0.0051
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bwood2",1.0697
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bwood3",2.2748
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bbark1",9e-04
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bbark2",1.3061
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bbark3",2.0109
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bbranches1",0.0131
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bbranches2",2.576
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bbranches3",0
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bfoliage1",0.0224
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bfoliage2",1.8368
"DBHHT","CA-BC","ALNU.RUB","Betulaceae","Alnus","rubra","bfoliage3",0
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bwood1",0.0237
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bwood2",2.5813
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bwood3",0.0822
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bbark1",0.0045
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bbark2",1.2275
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bbark3",1.519
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bbranches1",0.0498
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bbranches2",1.9671
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bbranches3",0
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bfoliage1",0.014
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bfoliage2",3.1305
"DBHHT","CA-BC","PICE.SIT","Pinaceae","Picea","sitchensis","bfoliage3",-0.907
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bwood1",0.0113
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bwood2",1.9332
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bwood3",1.1125
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bbark1",0.0019
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bbark2",2.3356
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bbark3",0.6371
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bbranches1",0.0609
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bbranches2",2.0021
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bbranches3",0
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bfoliage1",0.2656
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bfoliage2",2.0107
"DBHHT","CA-BC","TSUG.HET","Pinaceae","Tsuga","heterophylla","bfoliage3",-0.7963
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bwood1",0.0188
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bwood2",1.3376
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bwood3",1.5293
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bbark1",2e-04
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bbark2",2.4369
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bbark3",1.1315
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bbranches1",0.0611
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bbranches2",1.9208
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bbranches3",0
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bfoliage1",0.1097
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bfoliage2",1.553
"DBHHT","CA-BC","THUJ.PLI","Cupressaceae","Thuja","plicata","bfoliage3",0
